WKT,nama,deskripsi
"POLYGON ((106.7981091 -6.214468, 106.798152 -6.2207395, 106.8029157 -6.2226593, 106.804761 -6.2248351, 106.8092242 -6.222062, 106.8085805 -6.2212087, 106.8085805 -6.2154919, 106.8063489 -6.2154066, 106.8065205 -6.2124628, 106.7981091 -6.214468))",gelora bung karno,
