WKT,nama,deskripsi
"POLYGON ((106.7250283 -6.0882243, 106.6869195 -6.0971003, 106.6882927 -6.1728814, 106.723655 -6.191313, 106.7178185 -6.2230548, 106.7415078 -6.2254439, 106.7785866 -6.3169038, 106.809829 -6.3151976, 106.7930062 -6.3633102, 106.809829 -6.3626277, 106.8177254 -6.3554623, 106.8348916 -6.3544387, 106.8472512 -6.3360128, 106.8558342 -6.3363541, 106.8623574 -6.3568272, 106.8788369 -6.3616041, 106.897033 -6.3714991, 106.9145424 -6.364675, 106.9238122 -6.3008654, 106.9111092 -6.2971116, 106.9035561 -6.2599139, 106.9433816 -6.2534296, 106.9488747 -6.2203244, 106.961921 -6.2124745, 106.9732506 -6.1827799, 106.9687874 -6.0943692, 106.7250283 -6.0882243))",kota dki jakarta,
