WKT,nama,deskripsi
"POLYGON ((106.8231236 -6.1715098, 106.822952 -6.1804697, 106.8311917 -6.180299, 106.8311059 -6.1790617, 106.830548 -6.1786777, 106.8307196 -6.177995, 106.830033 -6.1776964, 106.8303334 -6.1734297, 106.8293034 -6.1729604, 106.8296038 -6.1713391, 106.8231236 -6.1715098))",taman monas,
