WKT,nama,deskripsi
"POLYGON ((106.8893539 -6.3014464, 106.8893647 -6.3027474, 106.8904429 -6.302742, 106.890518 -6.3025874, 106.8905019 -6.3024328, 106.8903839 -6.3023315, 106.8903517 -6.3019103, 106.8903839 -6.3017823, 106.8904912 -6.301697, 106.8905556 -6.3016916, 106.8904858 -6.3014997, 106.8903678 -6.301409, 106.8902981 -6.3014464, 106.8893539 -6.3014464))",taman mini indonesia indah,
