WKT,nama,deskripsi
"POLYGON ((106.8508698 -6.232797, 106.850666 -6.2333303, 106.8506445 -6.2338849, 106.8508054 -6.2344182, 106.8512131 -6.2347595, 106.8520178 -6.2351967, 106.8524577 -6.2355594, 106.8526508 -6.236018, 106.8526293 -6.2365512, 106.8524577 -6.2370525, 106.8522431 -6.2376711, 106.8516959 -6.2399215, 106.8526615 -6.2421399, 106.8539919 -6.2420759, 106.8531765 -6.2409773, 106.8529727 -6.2401561, 106.8529834 -6.2393562, 106.8534769 -6.2377991, 106.8536164 -6.2369459, 106.8536057 -6.2363593, 106.8532945 -6.2346848, 106.8528546 -6.2347915, 106.8526937 -6.2336823, 106.852565 -6.2334689, 106.8513526 -6.2335436, 106.8513419 -6.2330423, 106.8508698 -6.232797))",tebet eco park,
