WKT,nama,deskripsi
"POLYGON ((110.0280953 -7.8920449, 110.3480721 -8.0729228, 110.7065011 -8.2061495, 110.8314706 -8.197994, 110.8204843 -8.1422606, 110.7916451 -8.1544954, 110.7559396 -8.0226114, 110.7792855 -7.8117804, 110.7573129 -7.8199436, 110.6749154 -7.7872898, 110.6089974 -7.7981747, 110.5334664 -7.7940929, 110.4908944 -7.7655192, 110.4442025 -7.5423062, 110.3027535 -7.6539273, 110.2725411 -7.7042834, 110.2546884 -7.6443998, 110.1434518 -7.6430387, 110.1187325 -7.6688987, 110.135212 -7.6838695, 110.1310922 -7.7437475, 110.0651742 -7.8117804, 110.0280953 -7.8920449))",di yogyakarta,
