WKT,nama,deskripsi
"POLYGON ((106.7930062 -6.3633102, 106.809829 -6.3151976, 106.7785866 -6.3169038, 106.7704206 -6.3579206, 106.7577176 -6.3606503, 106.7189221 -6.3603091, 106.724072 -6.3889699, 106.7292218 -6.3893111, 106.7319684 -6.4152409, 106.7384915 -6.4220643, 106.7340284 -6.4299111, 106.7390065 -6.4391224, 106.7901616 -6.4391224, 106.7984014 -6.4435575, 106.7946248 -6.4507216, 106.8056111 -6.4510628, 106.809731 -6.4432163, 106.822434 -6.4452632, 106.8190007 -6.4541331, 106.8238073 -6.4558388, 106.8248372 -6.4612971, 106.8289571 -6.4565211, 106.8365102 -6.4534508, 106.84372 -6.4466278, 106.8392568 -6.4411694, 106.8529897 -6.4367343, 106.8557363 -6.4568623, 106.8825154 -6.4500393, 106.8564229 -6.4568623, 106.8821721 -6.458568, 106.8941884 -6.4288876, 106.918221 -6.4101233, 106.9189077 -6.3916994, 106.8983083 -6.3934053, 106.908608 -6.3766869, 106.9145424 -6.364675, 106.9055181 -6.3599679, 106.8993383 -6.3698629, 106.8811422 -6.3691805, 106.8838887 -6.3640624, 106.8701558 -6.3599679, 106.8623574 -6.3568272, 106.8558342 -6.3363541, 106.8472512 -6.3360128, 106.8348916 -6.3544387, 106.8177254 -6.3554623, 106.809829 -6.3626277, 106.7930062 -6.3633102))",depok,
